QueryText,KccAns
FARMER ASKED QUERY ABOUT GEMINI VIRUS MANAGEMENT IN CHILLI,RECOMMENDED TO SPRAY PYRIPROXYFEN    200 ML +  NEEM OIL (1 LTR ) 200 LTRS OF WATER / ACRE 
farmer asked query on sowing time of castor ?, sowing time of castor: September - October
FARMER ASKED QUERY ON WATER MANAGEMENT IN MAIZE,"SPRINKLER IRRIGATION TO MAIZE  
Irrigation once in 4-5 days
Irrigation based on climatological approach"
farmer asked query on stem borer management in paddy ?,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query on western flower thrips management in chilli?,spray Beauveria bassiana @ 1 kg per acre
FARMER ASKED QUERY ON PADDY CROP ( BHP MANAGEMENT ), RECOMMENDED TO SPRAY  SPIROMESIFEN  (OBERON) 200 ML/200 LITRES OF WATER /ACRE
farmer asked query about on 45 days  paddy crop  creeping weed management ,no herbicides will be recommended at 45 days crop only manual weeding should be done 
farmer asked about Bacterial leaf Blight in paddy,RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"WEATHER REPORT :  THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది

"
Farmer asked query on Weather,"WEATHER REPORT :  THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది

"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  అవకాశం ఉంది 
"
TOMATO FRUIT ROT MANAGEMENT ,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  అవకాశం ఉంది 
"
chilli Gemini virus management ," ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
 FARMER ASKED QUERY ON  SOWING TIME IN MAIZE,RECOMMENDED TO SOW IN OCTOBER TO NOVEMBER 15
FARMER ASKED QUERY ABOUT HIGH YIELDING MAIZE HYBRIDS ,DHM-117  CROP DURATION : 95-100 DAYS YIELD : 30-35 Q/ACRE
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది "
farmer asked query on sucking pest management in chilli ?,"RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML / 1 LITRE OF WATER 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  "
FARMER ASKED QUERY ABOUT SOWING TIME OF WATERMELON,RECOMMENDED TO SOW WATERMELON IN DECEMBER
farmer asked query on nutrient management in cotton," Recommended dosage ;magnesium sulphate 10grams/liter ,20grams -urea "
farmer asked query on nutrient management in cotton," Recommended dosage ;magnesium sulphate 10grams/liter ,20grams -urea "
farmer asked query on nutrient management in cotton," Recommended dosage ;magnesium sulphate 10grams/liter ,20grams -urea "
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
"
"FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS 
",https://pmkisan.gov.in/BeneficiaryStatus.aspx
Farmer asked query on Weather,"THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం జల్లులు  పడే అవకాశం ఉంది

"
 FARMER ASKED QUERY ON SOWING TIME OF OF ONION IN RABI ,RECOMMENDED TO SOWING TIME  OF ONION IN RABI -NOVEMBER TO DECEMBER MONTH
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది &,జల్లులు  పడే అవకాశం ఉంది"
FARMER ASKED QUERY ON PINK BOLLWORM  MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY THIODICARB (LARVIN) 300 GR/ 200 LITRES OF WATER / ACRE   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ABOUT FERTILIZER USEAGE,"RECOMMENDED UREA --35 KGS
                              MOP --15 KGS"
FARMER ASKED QUERY ABOUT AVAILABILITY OF PAPAYA SEEDS,"RECOMMENDED TO CONTACT --7382633690,94906957704 FOR FURTHER DETAILS."
farmer asked about grass hoppers and adult borer control in paddy ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
 RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
Farmer asked query on Weather,"WEATHER REPORT : 
DRY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
Farmer asked query on Weather,"
 DRY WEATHER, NO CHANCE OF RAINFALL IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది , వర్షం  పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"WEATHER REPORT : THERE IS A CHANCE OF CLOUDY WEATHER, SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"CLOUDY WEATHER IN YOUR AREA AND NO CHANCE OF RAIN
మీ ప్రాంత లో మాబులతో కూడుకున్న వాతావరణం ఉంటుంది కానీ వర్షం లేదు 
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  అవకాశం ఉంది 
"
Farmer asked query on Weather,"WEATHER REPORT :  THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
Farmer asked price detail of Cotton in Adoni mandi.,"02/11/2022
Mandi  : Adoni
Commodity : Cotton
(Modal Price): 8197/Quintal"
FARMER ASKED QUERY ABOUT ON NUTRIENT MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATERపొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి  OR 
RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE  5 GRAMS/1 LITRE OF WATER 
"
Farmer asked query on Weather,"CLOUDY WEATHER IN YOUR AREA AND NO CHANCE OF RAIN
మీ ప్రాంత లో మాబులతో కూడుకున్న వాతావరణం ఉంటుంది కానీ వర్షం లేదు 
"
Farmer asked query on Weather,"CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు 
"
Farmer asked query on Weather,"WEATHER REPORT :  THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది
"
"  FARMER ASKED QUERY ON BLACK THRIPS CONTROL IN CHILLI
","Recommended to spray Beauveria Bassiana 5ml/ 1 liter of water (1 liter / acre)
"
 FARMER ASKED QUERY ON  CATERPILLARS CONTROL IN RED GRAM,"RECOMMENDED TO SPRAY    NOVALURAN  (REMON) 300 ML /200 LITRES OF WATER / ACRE  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
FARMER ASKED QUERY ON  PEST CONTROL IN PADDY - PANICLE MITES,"RECOMMENDED TO SPRAY PROFENOFOS (CURACRON) 400 ML/200 LITRES OF WATER /  ACRE 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"   FARMER ASKED QUERY ON BPH MANAGEMENT IN PADDY
","RECOMMENDED TO SPRAY  TRIFLUMEZOPYRIM   (PEXALON) 94 ml /200 LITRES OF WATER/ ACRE       
TRIFLUMEZOPYRIM  94  ML   / 200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
"FARMER ASKED QUERY ON BLACK THRIPS MANAGEMENT IN CHIILLI
","RECOMMENDED TO SPRAY SPINOSAD (TRACER) 75 ML/200 LITRES OF WATER / ACRE 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 

"
Regarding PM kisan status ,#NAME?
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు పడే అవకాశం లేదు

"
 FARMER ASKED QUERY ON  LEAF FOLDER MANAGEMENT  IN PADDY,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
CHILLI FERTILIZER SHEDULE MANAGEMENT ,RECOMMENDED TOAPPLY NPK-120;24;48 ACRE 
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది & వర్షం పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు

"
farmer asked query about on leaf folder in paddy management,recommended to spray CARTAP HYDROCHLORIDE (CALDAN ) 2GM/ 1 LTR OF WATER 400 GM/ACRE
Farmer asked query on Weather,"మీ ప్రాంతం లో వాతావరణం పొడిగా ఉంటుంది 
"
Farmer asked query on Weather,"
WEATHER REPORT :  THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది

"
FARMER ASKED QUERY ON BPH MANAGEMENT IN PADDY,"--RECOMMENDED TO SPRAY DINOTEFURAN (OSHEEN) (TOKEN)80 GRAMS/200 LITRES OF WATER/ ACRE    
 డైనిటోఫురన్  80 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ABOUT ON GEMINI VIRUS MANAGEMENT IN CHILLI ,RECOMMENDED TO SPRAY PYRIPROXIFHEN  10 % E.C 320 ML  + NEEM OIL  1 LTR /ACRE
FARMER ASKED QUERY ON NANO UREA,RECOMMENDED 500 ML BOTTLE / ACRE
farmer asked about spots on beans leaves,"RECOMMENDED TO SPRAY ( CARBENDAZIM +MANCOZEB ) (SAAF) 400GM / 200 LIT OF WATER /ACRE
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN CHILLIES,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి (OR)
RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE  5 GRAMS/1 LITRE OF WATER "
FARMER ASKED QUERY ON WEED MANAGEMENT IN PADDY,RECOMMENDED FOR  MANUAL WEEDING
FARMER ASKED QUERY ON SOWING TIME OF CHILLI,RECOMMENDED SOWING TIME OF CHILLI IS OCTOBER - NOVEMBER 
"FARMER ASKED QUERY ON  VARIETIES OF MAIZE
","RECOMMENDED TO KVK NUMBER
 KURNOOL DISTRICT - 08512296111
7702366115"
"farmer asked about using of chemical fertilizers along with bio fertilizers (Rhizobium, aceto bacter, PSB)to apply in cotton ?","recommended that application of fertilizers is based on soil fertility , so go for soil testing and then apply fertilizers based on need
biofertilizers can improve crop yields by 10-25% and supplement costly chemical fertilizer (N, P) by nearly 20-25% in most of the cases when used along with the chemical fertilizers."
Farmer asked query on Weather,"THERE IS A CHANCE OF DRY WEATHER IN YOUR AREA
మీ ప్రాంతం లో వాతావరణం పొడిగా ఉంటుంది 
"
FARMER ASKED QUERY ON CAN IRRIGATION BE GIVEN AT FLOWERING STAGE ,RECOMMENDED TO GIVE IRRIGATION BASED ON THE MOISTURE CONTENT IN SOIL
Farmer asked query on Weather," CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
FARMER ASKED QUERY ON ABOUT VARIETIES OF GREEN GRAM,"RECOMMENDED VARIETIES 
 LGG-407 , LGG- 460 , LGG - 450 ,LGG - 410
YIELD - 5-6 Q/ACRE
DURATION ; 65 - 70 DAYS

FOR SEED AVAILABILITY PLEASE CONTACT--9849988231"
Farmer asked query on Weather,"CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు 
	
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది &,జల్లులు  పడే అవకాశం ఉంది.
"
farmer asked query on weed management in paddy crop ?,recommeneded better to go for hand weeding 
 FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT CHILLI - WESTERN THRIPS,RECOMMENDED TO SPRAY Beauveria Bassiana 1 KG/ACRE
Farmer asked price detail of Cotton in Adoni mandi.,"05/11/2022
Mandi  : Adoni
Commodity : Cotton
(Modal Price): 8459/Quintal"
farmer asked query on Gemini virus management in chilli ?,"RECOMMENDED TO SPRAY  PYRIPROXYFEN  10% EC (PARIJAT-DAITA,FMC-AMADIS) 200ML / 200 LITRES OF WATER /ACRE "
Farmer asked query on Weather,"  CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN chilli
","RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE  5 GRAMS/1 LITRE OF WATER స్ప్రే  NPK 19-19-19 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి + RECOMMENDED TO SPRAY FORMULA-4 - 3 GRAM  / 1 LITER OF WATER , (600 GRAMS/200 LITER OF WATER/ ACRE) ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి                                                        

"
Farmer asked query on Weather,"CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు 
	
"
 FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT CHILLI - WESTERN THRIPS,RECOMMENDED TO SPRAY Beauveria Bassiana 1 KG/ACRE
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు
"
Farmer asked query on Market information of CHILLI,"ANDHRA PRADESH	GUNTUR	CHILLI BADIGA	PRICE	MODAL-28,000	MAXIMUM-37,000"
"FARMER ASKED QUERY ON LEAF MINER  MANAGEMENT IN CUCUMBER 
","RECOMMENDED TO SPRAY IMIDACLOPRID (6DOR) 80 ML /200 LITRES OF WATER / ACRE       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
RECOMMENDED TO SPRAY DIMETHOATE  (ROGORE) 400ML /200 LITRES OF WATER /ACRE 
 డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
Farmer asked query on IMPROVE FLOWERING  management in CHILLI,"RECOMMENDED TO SPRAY, AMBITION  250ML/ACRE"
Farmer asked query on Weather,"CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు 

"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది &,జల్లులు  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది &,జల్లులు  పడే అవకాశం ఉంది.
"
"FARMER ASKED QUERY ON BPH MANAGEMENT IN RICE

","RECOMMENDED TO SPRAY  TRIFLUMEZOPYRIM   (PEXALON) 94 ml /200 LITRES OF WATER/ ACRE       
TRIFLUMEZOPYRIM  94  ml   / 200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUEY ON WEED MANAGEMENT IN PADDY NURSERY ,NO RECOMMENDATIONS AFTER 15 DAYS 
FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN CHILLI,RECOMMENDED TO SPRAY SPIROMESIFEN (OBERON) 200ML /150 LITRES OF WATER /ACRE    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
FARMER ASKED QUERY ON ARMY FOLLWORM  MANAGEMENT IN MAIZE,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"FARMER ASKED QUERY ON SOWING TIME OF GROUNDNUT

",RECOMMENDED SOWING TIME OF  RABI GROUNDNUT NOVEMBER TO DECEMBER
FARMER ASKED QUERY ON VARIETIES OF GREEN  CHILLI,"RECOMMENDED TO VARIETIES OF GREEN  CHILLI-LCA-353,BHAGYA LAKSHMI,SINDHUR,APARNA"
FARMER ASKED QUERY ON SUCKING PEST CONTROL IN CHILLI,"RECOMMENDED TO APPLY FIPRONIL  0.3 GRANULES  7-8 KG /ACRE 
 ఫిప్రోనిల్  గుళికలు 7-8 కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి 
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
  FARMER ASKED QUERY ON GEMINI VIRUS ,"RECOMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  (OR)
RECOMMENDED TO SPRAY IMIDACLOPRID (CONFIDOR) 60 ML/200 LITRES OF WATER /ACRE "
FARMER ASKED ABOUT CATERPILLAR MANAGEMENT IN BENGALGRAM,RECOMMENDED TO SPRAY QUINALPHOS ( SYNGENTA- EKALUX) 400 ML PER ACRE WITH 200 LIT OF  WATER
FARMER ASKED QUERY ON WHITE FLY MANAGEMENT IN PAPAYA,"RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN CHILLI," RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE (1KG/ACRE/200 LITS OF WATER)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
   RECOMMENDED TO SPRAY FORMULA-4 - 3 GRAM  / 1 LITER OF WATER , (600 GRAMS/200 LITER OF WATER/ ACRE) ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి                                                                    "
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు
"
Farmer asked query on Weather," CLOUDY WEATHER IN YOUR AREA  AND NO CHANCE OF RAIN
 ఈ రోజు మీ ప్రాంతOలో మాబులతో కూడుకున్న వాతావరణం ఉంటుంది కానీ వర్షం లేదు
"
FARMER ASKED QUERY ON MEALYBUG MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY PROFENOFOS (CURACRON) 400 ML/200 LITRES OF WATER /  ACRE 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ABOUT RICE CASE WORM MANAGEMENT ,RECOMMENDED TO SPRAY CHLORPYRIPHOS 50%E.C 1.6 ML/1 LTR OF WATER 320 ML/200 LTRS OF WATER/ACRE
What is the best pesticide to kill snails?,Metaldehyde: Metaldehyde-based products have been used to kill slugs and snails
FARMER ASKED QUERY ON  WEED MANAGEMENT IN  PADDY,"RECOMMENDED TO SPRAY BISPYRIBAC SODIUM (NOMINI GOLD) 100 ML/200 LITRES OF WATER PER ACRE 
 బిస్ పైరిబాక్ సోడియం (నామినీ గోల్డ్)   100  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
 FARMER ASKED QUERY ON  SUCKING PEST IN CHILLIES,"RECOMMENDED TO SPRAY  Acephate 50%+ Imidacloprid 1.8% SP (LANCER GOLD) 400GM/200 LIT OF WATER/ACRE(OR)
RECOMMENDED TO SPRAY  FIPRONIL  +IMIDACLOPRID (POLICE, LESENTA) 100 GRAMS/200 LITRES OF WATER /ACRE  "
FARMER ASKED QUERY ON VETERINARY TOLL FREE NUMBER ,RECOMMENDED TO CONTACT VETERINARY TOLL FREE NUMBER  18001204209
chilli Gemini virus management ,"Control measures are not known for majority of viral diseases.
Hence, mechanical, cultural methods are mostly recommended.
The infected plants should be uprooted and burnt or buried to avoid further infection.
Avoid monoculture of chilli crop.
Selection of healthy and disease - free seed.
Suitable insecticidal sprays reduce the incidence of viral diseases, since majority of viral diseases are transmitted by insect vectors.
Soaking seeds in a solution containing 150 g Trisodium orthriphosphate per litre of water for 30 minutes inhibits seed - borne inoculum.
Treated seed should be washed with fresh water and dried before sowing.
Nursery beds should be covered with nylon net or straw to protect the seedlings from viral infection.
Raise 2-3 rows of maize or sorghum as border crop to restrict the spread of aphid vectors.
Apply Carbofuran 3G @ 4-5 Kg/acre in the mainfield to control sucking complex and insect vectors selectively.
If it is not possible spray the crop with systemic insecticides. Dimethoate 2ml of Acephate 1g per litre of water.
Collect and destroy infected virus plants as soon as they are noticed."
